column,group,use_as_early_detection_feature,allowed_roles,reason,source
M_R04_RJointAngle_Degree__diff_max,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_SJointAngle_Degree__mean,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_SJointAngle_Degree__std,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_SJointAngle_Degree__diff_mean,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_SJointAngle_Degree__diff_std,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_SJointAngle_Degree__diff_abs_sum,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_SJointAngle_Degree__diff_max,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_TJointAngle_Degree__mean,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_TJointAngle_Degree__std,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_TJointAngle_Degree__median,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_TJointAngle_Degree__first,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_TJointAngle_Degree__last_minus_first,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_TJointAngle_Degree__diff_mean,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_TJointAngle_Degree__diff_std,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_TJointAngle_Degree__diff_abs_sum,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_TJointAngle_Degree__diff_max,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_UJointAngle_Degree__mean,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_UJointAngle_Degree__std,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_UJointAngle_Degree__min,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_UJointAngle_Degree__range,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_UJointAngle_Degree__diff_mean,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_UJointAngle_Degree__diff_std,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_UJointAngle_Degree__diff_abs_sum,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
M_R04_UJointAngle_Degree__diff_max,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
I_R03_Gripper_Load__peak_count,outcome_signal_R03peak,no,EDA(핵심 신호) / 라벨 정의·검증 / 타깃 (조기탐지 입력 피처 금지),R03 조립 peak가 누락 부품 수와 거의 일치 → 라벨 근사치(순환),original
I_R03_Gripper_Pot__peak_count,outcome_signal_R03peak,no,EDA(핵심 신호) / 라벨 정의·검증 / 타깃 (조기탐지 입력 피처 금지),R03 조립 peak가 누락 부품 수와 거의 일치 → 라벨 근사치(순환),original
I_R04_Gripper_Load__abs_max,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
I_R04_Gripper_Load__peak_count,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
I_R04_Gripper_Load__large_change_count,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
I_R04_Gripper_Load__transition_count,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
I_R04_Gripper_Pot__abs_max,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
I_R04_Gripper_Pot__peak_count,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
I_R04_Gripper_Pot__large_change_count,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
I_R04_Gripper_Pot__transition_count,outcome_signal_R04,no,EDA / 타깃·정답 검증 / 사후확인 모델 (조기탐지 입력 피처 금지),분해(R04)는 품질 확정 후 동작 → 시간 누수. 실제 라인 존재 여부 멘토 확인 대기,original
has_estop,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
has_unknown_label,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_BJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_BJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_BJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_BJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_BJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_LJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_LJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_LJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_LJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_LJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_RJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_RJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_SJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_SJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_SJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_SJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_SJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_TJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_TJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_TJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_TJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_TJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_UJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_UJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_UJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_UJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R01_UJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_BJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_BJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_BJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_LJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_LJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_LJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_RJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_RJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_RJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_RJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_RJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_SJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_SJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_SJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_SJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_SJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_TJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_TJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_TJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_UJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_UJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_UJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_UJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R02_UJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_BJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_BJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_BJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_BJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_BJointAngle_Degree__first,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_BJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_BJointAngle_Degree__last_minus_first,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_LJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_LJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_LJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_LJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_LJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_RJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_RJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_RJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_SJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_SJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_SJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_SJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_SJointAngle_Degree__first,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_SJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_SJointAngle_Degree__last_minus_first,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_TJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_TJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_TJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_TJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_TJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_UJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_UJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_UJointAngle_Degree__first,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_UJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R03_UJointAngle_Degree__last_minus_first,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_BJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_BJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_BJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_BJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_BJointAngle_Degree__first,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_BJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_BJointAngle_Degree__last_minus_first,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_LJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_LJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_LJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_LJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_RJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_RJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_RJointAngle_Degree__first,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_RJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_RJointAngle_Degree__last_minus_first,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_SJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_SJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_SJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_SJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_SJointAngle_Degree__first,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_SJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_SJointAngle_Degree__last_minus_first,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_TJointAngle_Degree__min,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_TJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_TJointAngle_Degree__range,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_TJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_UJointAngle_Degree__max,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_UJointAngle_Degree__median,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_UJointAngle_Degree__first,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_UJointAngle_Degree__last,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
M_R04_UJointAngle_Degree__last_minus_first,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
I_Stopper1_Status__ntrans,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
I_Stopper2_Status__ntrans,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
I_Stopper3_Status__ntrans,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
I_Stopper4_Status__ntrans,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
I_Stopper5_Status__ntrans,dropped_constant,no,제거됨(정보량 0),전 사이클 동일값,original
